name,position,team,id.4for4,id.dk.w1,id.dk.w2,id.dk.w3,id.dk.w4,id.dk.w7,id.dk.w8,id.dk.w9
Bruce Ellington,WR,HOU,ellinb1,11191957,11250323,11283114,11349257,11457352,NA,11534565
Bryce Bobo,WR,DEN,NA,11192549,NA,NA,NA,NA,NA,NA
Bryce Petty,QB,MIA,NA,11191651,NA,NA,NA,NA,NA,NA
Bryce Treggs,WR,PHI,NA,11193157,NA,NA,NA,NA,NA,NA
Bryce Williams,TE,ARI,NA,11192068,NA,NA,NA,NA,NA,NA
Bucky Hodges,TE,PIT,NA,11192469,NA,NA,NA,NA,NA,NA
Buddy Howell,RB,HOU,NA,NA,11250710,NA,11349614,11457104,NA,11534327
Buddy Howell,RB,HOU,NA,NA,NA,11283457,11349614,11457104,NA,11534327
Buddy Howell Jr.,RB,MIA,NA,11192816,NA,NA,NA,NA,NA,NA
Bug Howard,WR,CAR,NA,11192347,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,KC,NA,11193034,NA,NA,NA,NA,NA,NA
C.J. Anderson,RB,CAR,anderc2,11192025,11250364,11283151,NA,11457048,11503230,11534255
C.J. Beathard,QB,SF,beathc1,11192200,11250446,11283224,11349376,11456922,11503292,NA
C.J. Board,WR,CLE,NA,11192266,NA,NA,NA,NA,NA,NA
C.J. Duncan,WR,ARI,NA,11192509,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,hamc1,11193040,11250801,11283546,NA,11457056,11503576,11534311
Caleb Scott,WR,SEA,NA,11192855,NA,NA,NA,NA,NA,NA
Cam Newton,QB,CAR,newtoc1,11191472,11249985,11282831,NA,11456909,11502931,11534113
Cam Serigne,TE,CAR,NA,11192417,NA,NA,NA,NA,NA,NA
Cam Sims,WR,WAS,simsc2,11192762,11250689,NA,NA,NA,NA,NA
Cameron Artis-Payne,RB,CAR,artisc1,11192332,11250510,11283290,NA,11457082,11503340,11534273
Cardale Jones,QB,LAC,NA,11192139,NA,NA,NA,NA,NA,NA
Carlos Henderson,WR,DEN,NA,11192399,11250831,NA,NA,NA,NA,NA
Carlos Hyde,RB,CLE,hydec1,11191735,11250182,11283569,11349115,NA,NA,NA
Carlton Agudosi,WR,ARI,NA,11192282,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,PHI,wentzc1,11193094,11250393,11283182,11349323,11456908,NA,NA
Case Keenum,QB,DEN,keenuc1,11191467,11249980,11282828,11348921,NA,11502928,11534131
Cayleb Jones,WR,MIN,NA,11192182,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,DAL,wilsoc2,11193028,NA,NA,NA,NA,NA,NA
Cethan Carter,TE,CIN,cartec1,11192356,NA,NA,NA,NA,NA,NA
Chad Beebe,WR,MIN,NA,11192537,NA,NA,NA,NA,NA,NA
Chad Hansen,WR,NE,NA,11192676,11250642,NA,NA,NA,NA,NA
Chad Kanoff,QB,ARI,NA,11192669,NA,NA,NA,NA,NA,NA
Chad Kelly,QB,DEN,NA,11192138,11250414,11283197,11349344,NA,11503266,NA
Charcandrick West,RB,NYJ,NA,11192645,NA,NA,NA,NA,NA,NA
Charles Johnson,WR,NYJ,NA,11191486,NA,NA,NA,NA,NA,NA
Charles Sims,RB,TB,NA,11191667,NA,NA,NA,NA,NA,NA
Chase Litton,QB,KC,NA,11192964,NA,NA,NA,NA,NA,NA
Chris Bazile,TE,ARI,NA,11192760,NA,NA,NA,NA,NA,NA
Chris Ezeala,RB,BAL,NA,11193076,NA,NA,NA,NA,NA,NA
Chris Lacy,WR,DET,NA,11192840,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,CAR,manhec1,11191847,11250258,11283050,NA,11457462,11503142,11534665
Chris Moore,WR,BAL,moorec1,11192008,NA,11283142,11349289,11457360,11503221,11534539
Chris Thompson,WR,HOU,NA,11192579,NA,NA,NA,NA,NA,NA
Chris Warren III,RB,OAK,warrec1,11193005,NA,NA,NA,NA,NA,NA
Christian Blake,WR,ATL,NA,11193159,NA,NA,NA,NA,NA,NA
Christian Hackenberg,QB,PHI,NA,11193101,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,CAR,mccafc1,11192776,11250694,11283451,NA,11456960,11503486,11534167
Christian Scotland-Williamson,TE,PIT,NA,11193078,NA,NA,NA,NA,NA,NA
Christine Michael,RB,IND,michac1,11191682,11250154,11282968,11349085,NA,NA,NA
Christopher Herndon,TE,NYJ,herndc1,11192801,NA,NA,NA,NA,NA,NA
Clayton Wilson,TE,SEA,NA,11193088,NA,NA,NA,NA,NA,NA
Clive Walford,TE,NYJ,NA,11191768,NA,NA,NA,NA,NA,NA
Cobi Hamilton,WR,IND,NA,11191693,NA,NA,NA,NA,NA,NA
Codey McElroy,TE,LAR,NA,11193020,NA,NA,NA,NA,NA,NA
Cody Latimer,WR,NYG,latimc1,11192058,11250383,11283172,11349317,NA,11503242,NA
Cole Beasley,WR,DAL,beaslc1,11191567,11250056,11282886,11348998,11457228,NA,NA
Cole Hikutini,TE,SF,NA,11192300,NA,NA,NA,NA,NA,NA
Cole Hunt,TE,LAC,NA,11192535,NA,NA,NA,NA,NA,NA
Cole Wick,TE,SF,NA,11192322,11250506,11283286,11349427,11457528,NA,NA
Colin Thompson,TE,CHI,NA,11192252,NA,NA,NA,NA,NA,NA
Connor Cook,QB,OAK,NA,11191995,NA,NA,NA,NA,NA,NA
Connor Jessop,QB,WAS,NA,11192199,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,11192247,11250464,11283244,11349389,11456944,NA,NA
Corey Clement,RB,PHI,clemec1,11193111,11250575,11283342,11349489,11456990,NA,NA
Corey Coleman,WR,BUF,NA,11192262,NA,NA,NA,NA,NA,NA
Corey Coleman,WR,NE,NA,NA,11250829,11283711,NA,NA,NA,NA
Corey Willis,WR,ARI,NA,11192373,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,suttoc1,11192910,11250748,11283489,11349646,NA,11503524,11534443
Cowboys ,DST,DAL,NA,11191338,11249859,11282727,11348807,11457546,NA,NA
Curtis Samuel,WR,CAR,samuec1,11192710,11250660,11283426,NA,11457246,11503465,11534463
Cyril Grayson Jr.,WR,SEA,NA,11193054,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,HOU,NA,11192844,11250724,11283467,11349624,11457038,NA,11534241
D.J. Foster,RB,ARI,fosted2,11192132,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CAR,moored4,11192976,11250776,11283520,NA,11457234,11503549,11534421
DaeSean Hamilton,WR,DEN,hamild1,11192583,11250602,11283370,11349516,NA,11503412,11534571
Dak Prescott,QB,DAL,prescd1,11191874,11250277,11283065,11349214,11456916,NA,NA
Dallas Goedert,TE,PHI,goeded1,11193185,11250648,11283412,11349562,11457430,NA,NA
Dalton Crossan,RB,TB,NA,11192146,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,DAL,schuld1,11192778,11250696,11283453,11349600,11457522,NA,NA
Dalton Sturm,QB,DAL,NA,11192846,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,MIN,cookd1,11192758,11250687,11283446,NA,11456972,11503484,11534187
Dalyn Dawkins,RB,TEN,NA,11192585,NA,NA,11349518,NA,NA,NA
Damiere Byrd,WR,CAR,byrdd3,11191955,11250321,11283112,NA,11457316,11503205,11534515
Damore'ea Stringfellow,WR,SEA,strind1,11192561,NA,NA,NA,NA,NA,NA
Damoun Patterson,WR,PIT,NA,11192731,NA,NA,NA,NA,NA,NA
Dan Arnold,WR,NO,arnold1,11193066,NA,NA,NA,NA,NA,NA
Dan Williams III,WR,WAS,NA,11192655,NA,NA,NA,NA,NA,NA
Daniel Braverman,WR,KC,NA,11192126,NA,NA,NA,NA,NA,NA
Daniel Marx,RB,SEA,NA,11192774,NA,NA,NA,NA,NA,NA
Danny Etling,QB,NE,NA,11192365,NA,NA,NA,NA,NA,NA
Danny Vitale,RB,CLE,vitald1,11192203,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,SF,pettid1,11192882,11250738,11283479,11349638,11457266,11503516,NA
Dare Ogunbowale,RB,TB,NA,11192312,NA,NA,NA,NA,NA,NA
Darius Jackson,RB,DAL,NA,11192248,NA,NA,NA,NA,NA,NA
Darius Jackson,RB,GB,NA,NA,11250465,11283245,11349390,NA,NA,NA
Darius Prince,WR,PHI,NA,11193179,NA,NA,NA,NA,NA,NA
Darius Victor,RB,ARI,NA,11192567,NA,NA,NA,NA,NA,NA
Darren Carrington II,WR,DAL,NA,11192423,NA,NA,NA,NA,NA,NA
Darren Sproles,RB,PHI,sprold1,11193109,11249891,11282751,11348836,11457020,NA,NA
Darren Waller,TE,BAL,NA,11191922,NA,11283093,11349241,11457514,11503187,11534695
Darrius Heyward-Bey,WR,PIT,heywad1,11191411,11249933,11283717,11348874,NA,11502887,11534535
Darvin Kidsy,WR,WAS,NA,11192477,NA,NA,NA,NA,NA,NA
David Morgan,TE,MIN,morgad1,11192082,11250389,11283178,NA,11457468,11503248,11534707
David Wells,TE,DAL,NA,11192531,NA,NA,NA,NA,NA,NA
David Williams,RB,DEN,NA,11192507,NA,NA,NA,NA,NA,NA
Davis Webb,QB,NYG,NA,11192386,NA,NA,NA,NA,NA,NA
De'Angelo Henderson,RB,DEN,NA,11191940,NA,NA,NA,NA,NA,NA
De'Angelo Henderson,RB,NYJ,NA,NA,NA,NA,NA,NA,NA,11534293
De'Anthony Thomas,WR,KC,thomad7,11192036,11250371,11283160,11349307,NA,NA,NA
De'Lance Turner,RB,BAL,turned1,11193013,NA,11283540,11349700,NA,NA,NA
De'Veon Smith,RB,WAS,NA,11192436,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,PHI,carted4,11193173,11250391,11283180,NA,11457310,NA,NA
DeAndre Goolsby,TE,JAX,NA,11192688,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,HOU,hopkid1,11191840,11250251,11283045,11349188,11457154,NA,11534355
DeAndre Smelter,WR,JAX,NA,11192577,NA,NA,NA,NA,NA,NA
DeAndrew White,WR,DEN,NA,11191807,NA,NA,NA,NA,NA,NA
DeAngelo Yancey,WR,GB,NA,11192587,NA,NA,NA,NA,NA,NA
Demarcus Ayers,WR,CHI,NA,11192441,NA,NA,NA,NA,NA,NA
Demaryius Thomas,WR,DEN,thomad5,11191463,11249978,11282826,11348919,NA,11502926,NA
Demaryius Thomas,WR,HOU,thomad5,NA,NA,NA,NA,NA,NA,11534415
Deon Cain,WR,IND,NA,11192960,NA,NA,NA,NA,NA,NA
Deon Yelder,TE,NO,NA,11192626,NA,NA,NA,NA,NA,NA
Deontay Burnett,WR,TEN,NA,11193011,NA,NA,NA,NA,NA,NA
Deonte Thompson,WR,DAL,thompd1,11191490,11249999,11282841,11348939,11457278,NA,NA
Derrick Willies,WR,CLE,NA,11192430,11250562,11283585,11349474,NA,NA,NA
Derrius Guice,RB,WAS,NA,11192944,NA,NA,NA,NA,NA,NA
Deshaun Watson,QB,HOU,watsod1,11192767,11250691,11283448,11349597,11456914,NA,11534114
Devante Mays,RB,GB,NA,11192958,NA,NA,NA,NA,NA,NA
DeVier Posey,WR,BAL,NA,11191589,NA,NA,NA,NA,NA,NA
Devin Funchess,WR,CAR,funchd1,11192276,11250482,11283268,NA,11457178,11503318,11534387
Devin Gray,WR,ATL,NA,11193167,NA,NA,NA,NA,NA,NA
Devin Lucien,WR,NE,NA,11191963,NA,NA,NA,NA,NA,NA
Devin Ross,WR,TEN,NA,11192553,NA,NA,NA,NA,NA,NA
Devine Redding,RB,TB,NA,11192894,NA,NA,NA,NA,NA,NA
Devon Cajuste,TE,CLE,NA,11191908,NA,NA,NA,NA,NA,NA
Devontae Booker,RB,DEN,booked1,11192384,11250538,11283314,11349454,NA,11503358,11534231
Devonte Boyd,WR,CIN,NA,11192754,NA,NA,NA,NA,NA,NA
Dimitri Flowers,RB,NYJ,NA,11192698,NA,NA,NA,NA,NA,NA
Donnel Pumphrey,RB,PHI,NA,11193119,NA,NA,NA,NA,NA,NA
Donnie Ernsberger,TE,TB,NA,11192922,NA,NA,NA,NA,NA,NA
Donteea Dye,WR,TB,NA,11192971,NA,NA,NA,NA,NA,NA
Dontez Byrd,WR,ATL,NA,11193169,NA,NA,NA,NA,NA,NA
Dontez Ford,WR,DET,NA,11192209,NA,NA,NA,NA,NA,NA
Dorren Miller,WR,JAX,NA,11193072,NA,NA,NA,NA,NA,NA
Dres Anderson,WR,DAL,anderd6,11191731,NA,NA,NA,NA,NA,NA
Drew Morgan,WR,MIA,NA,11192495,NA,NA,NA,NA,NA,NA
Dwayne Washington,RB,DET,NA,11192328,NA,NA,NA,NA,NA,NA
Dylan Cantrell,WR,LAC,NA,11192569,NA,NA,NA,NA,NA,NA
Eagles ,DST,PHI,NA,11193209,11249874,11282739,11348820,11457547,NA,NA
EJ Manuel,QB,OAK,NA,11191576,NA,NA,NA,NA,NA,NA
Eldridge Massington,WR,NO,NA,11192382,NA,NA,NA,NA,NA,NA
Eli Manning,QB,NYG,mannie1,11191392,11249913,11282773,11348856,NA,11502873,NA
Eli Rogers,WR,PIT,NA,11192012,11250353,11283721,11349293,NA,11503225,11534531
Elijah Hood,RB,CAR,NA,11192743,11250682,11283440,NA,11457084,11503479,11534277
Elijah Marks,WR,KC,NA,11192908,NA,NA,NA,NA,NA,NA
Elijah Wellman,RB,WAS,NA,11192411,NA,NA,NA,NA,NA,NA
Elijhaa Penny,RB,ARI,NA,11192010,NA,NA,NA,NA,NA,NA
Elijhaa Penny,RB,NYG,NA,NA,NA,NA,11349291,NA,11503223,NA
Emanuel Byrd,TE,GB,NA,11192965,NA,NA,NA,NA,NA,NA
Emmanuel Sanders,WR,DEN,sandee1,11191438,11249957,11282807,11348896,NA,11502905,11534377
Erv Philips,WR,TB,NA,11192867,NA,NA,NA,NA,NA,NA
Ethan Wolf,TE,TEN,NA,11192704,NA,NA,NA,NA,NA,NA
Evan Baylis,TE,CAR,NA,11192158,NA,NA,NA,NA,NA,NA
Evan Berry,WR,CLE,NA,11192770,NA,NA,NA,NA,NA,NA
Evan Engram,TE,NYG,engrae1,11192596,11250606,11283376,11349524,NA,11503418,NA
Ezekiel Elliott,RB,DAL,ellioe1,11192363,11250530,11283308,11349446,11456958,NA,NA
Fitzgerald Toussaint,RB,PIT,NA,11191684,NA,NA,NA,NA,NA,NA
Francis Owusu,WR,MIA,NA,11192405,NA,NA,NA,NA,NA,NA
Fred Brown,WR,LAR,NA,11192156,NA,NA,NA,NA,NA,NA
Fred Ross Jr.,WR,CAR,NA,11192451,NA,NA,NA,NA,NA,NA
Freddie Martino,WR,TB,martif1,11191844,11250255,11283725,11349192,11457304,NA,NA
Gabe Holmes,TE,ARI,holmeg1,11191654,11250135,11282951,11349070,NA,11503058,NA
Gannon Sinclair,TE,PHI,NA,11193203,NA,NA,NA,NA,NA,NA
Garrett Celek,TE,SF,celekg1,11191528,11250030,11282867,11348968,11457530,11502976,NA
Garrett Dickerson,TE,NYG,NA,11192786,NA,NA,NA,NA,NA,NA
Garrett Gilbert,QB,CAR,NA,11191658,NA,NA,NA,NA,NA,NA
Garrett Grayson,QB,ATL,NA,11193099,NA,NA,NA,NA,NA,NA
Garrett Griffin,TE,NO,NA,11192314,NA,NA,NA,NA,NA,NA
Garrett Hudson,TE,WAS,NA,11192745,NA,NA,NA,NA,NA,NA
Garrett Johnson,WR,CHI,NA,11192838,NA,NA,NA,NA,NA,NA
Gavin Escobar,TE,MIA,NA,11191663,11250141,NA,NA,NA,NA,NA
Gehrig Dieter,WR,KC,NA,11192136,NA,NA,NA,NA,NA,NA
Geoff Swaim,TE,DAL,swaimg1,11192341,11250517,11283297,11349433,11457414,NA,NA
George Atkinson III,RB,NYJ,NA,11192070,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,kittlg1,11192389,11250542,11283318,11349456,11457392,11503362,NA
Gerald Holmes,RB,SEA,NA,11192581,NA,NA,NA,NA,NA,NA
Giants ,DST,NYG,NA,11191351,11249872,11282738,11348818,NA,11502839,NA
Golden Tate,WR,DET,tateg1,11191508,11250015,11283683,11348953,11457158,11502959,11534381
Greg Little,WR,ARI,NA,11191504,NA,NA,NA,NA,NA,NA
Greg Olsen,TE,CAR,olseng1,11191386,11249907,11282769,NA,11457398,11502869,11534593
Greg Ward Jr.,WR,PHI,NA,11193181,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,BAL,edwarg1,11192415,NA,NA,NA,11457072,11503372,11534299
Hakeem Valles,TE,DET,valleh1,11192172,11250433,11283739,11349363,NA,NA,NA
Hayden Hurst,TE,BAL,hursth1,11192993,NA,11283526,11349682,11457440,11503564,11534635
Henry Krieger-Coble,TE,LAR,NA,11192076,NA,NA,NA,NA,NA,NA
Henry Poggi,RB,NE,NA,11192434,NA,NA,NA,NA,NA,NA
Hunter Sharp,WR,NYG,NA,11192822,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,thomai1,11193052,11250809,11283554,NA,11457538,11503582,11534663
Isaac Whitney,WR,OAK,NA,11192950,NA,NA,NA,NA,NA,NA
Isaiah Ford,WR,MIA,NA,11192872,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,DEN,NA,11192739,11250678,NA,NA,NA,NA,11534573
J.J. Jones,WR,LAC,NA,11193084,11250821,11283564,11349720,NA,NA,NA
J.P. Holtz,TE,WAS,NA,11192211,NA,NA,NA,NA,NA,NA
J.T. Barrett,QB,NO,NA,11192360,NA,NA,NA,NA,NA,NA
Ja'Quan Gardner,RB,SF,NA,11193092,NA,NA,NA,NA,NA,NA
Jace Amaro,TE,KC,NA,11191969,NA,NA,NA,NA,NA,NA
Jace Billingsley,WR,DET,NA,11192653,NA,NA,NA,NA,NA,NA
Jack Heneghan,QB,SF,NA,11192805,NA,NA,NA,NA,NA,NA
Jaeden Graham,TE,ATL,NA,11193191,NA,NA,NA,NA,NA,NA
Jaelon Acklin,WR,BAL,NA,11192799,NA,NA,NA,NA,NA,NA
Jake Butt,TE,DEN,buttj1,11192354,11250528,11283306,11349444,NA,NA,NA
Jake Lampman,WR,TB,NA,11192659,NA,NA,NA,NA,NA,NA
Jake Rudock,QB,DET,NA,11192078,NA,NA,NA,NA,NA,NA
Jake Wieneke,WR,MIN,wienej1,11192649,NA,NA,NA,NA,NA,NA
Jaleel Scott,WR,BAL,NA,11193032,NA,11283544,11349704,11457358,11503574,11534543
Jalen Simmons,RB,NYG,NA,11192054,NA,NA,NA,NA,NA,NA
Jalen Tolliver,WR,ARI,NA,11193074,NA,NA,NA,NA,NA,NA
Jalston Fowler,RB,ATL,NA,11193129,NA,NA,NA,NA,NA,NA
Jamaal Charles,RB,JAX,charlj1,NA,NA,NA,NA,11457070,NA,NA
Jamaal Charles,RB,JAX,charlj1,NA,NA,NA,NA,11457070,NA,NA
Jamaal Jones,WR,CAR,NA,11192040,NA,NA,NA,NA,NA,NA
James Butler,RB,OAK,NA,11192714,NA,NA,NA,NA,NA,NA
James Conner,RB,PIT,connej2,11192465,11250573,11283641,11349487,NA,11503386,11534173
James Summers,RB,PIT,NA,11193015,NA,NA,NA,NA,NA,NA
James Washington,WR,PIT,washij1,11192842,11250722,11283699,11349622,NA,11503504,11534483
James Wright,WR,IND,NA,11191709,NA,NA,NA,NA,NA,NA
Jamize Olawale,RB,DAL,NA,11191836,11250247,11283041,11349186,11457118,NA,NA
Janarion Grant,WR,BAL,grantj2,11192523,NA,11283354,NA,NA,NA,NA
Jared Murphy,WR,CIN,NA,11192484,NA,NA,NA,NA,NA,NA
Jarius Wright,WR,CAR,wrighj2,11191597,11250079,11282905,NA,11457286,11503014,11534477
Jarveon Williams,RB,CIN,NA,11192479,NA,NA,NA,NA,NA,NA
Jarvion Franklin,RB,PIT,NA,11192712,NA,NA,NA,NA,NA,NA
Jason Reese,TE,CAR,NA,11192503,NA,NA,NA,NA,NA,NA
Jason Vander Laan,TE,CAR,vandej2,11192661,NA,NA,NA,NA,NA,NA
Javorius Allen,RB,BAL,allenj2,11191913,NA,11283086,11349237,11457000,11503180,11534223
Jawill Davis,WR,NYG,davisj8,11192674,NA,NA,NA,NA,11503449,NA
Jay Ajayi,RB,PHI,ajayij1,11193105,11250273,11283059,11349208,11457138,NA,NA
Jay Prosch,RB,HOU,NA,11191727,NA,NA,NA,NA,NA,NA
Jaydon Mickens,WR,JAX,mickej1,11192258,11250475,11283257,11349400,11457354,NA,NA
Jaylen Samuels,RB,PIT,samuej1,11192808,11250706,11283671,11349610,NA,11503496,11534295
Je'Ron Hamm,TE,LAC,NA,11191739,NA,NA,NA,NA,NA,NA
Jeff Badet,WR,MIN,NA,11192545,NA,NA,NA,NA,NA,NA
Jeff Heuerman,TE,DEN,heuerj1,11191892,11250288,11283081,11349228,NA,11503171,11534637
Jeff Janis,WR,CLE,NA,11192686,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,SF,NA,11192818,NA,NA,NA,NA,NA,NA
Jehu Chesson,WR,KC,NA,11192272,NA,NA,NA,NA,NA,NA
Jerell Adams,TE,NYG,adamsj2,11192239,NA,NA,NA,NA,NA,NA
Jeremy Hill,RB,NE,NA,11192108,11250406,NA,NA,NA,NA,NA
Jeremy Kerley,WR,BUF,kerlej1,11191506,11250013,NA,NA,NA,NA,NA
Jeremy Langford,RB,MIA,NA,11191815,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,IND,mcnicj1,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,SF,NA,11192878,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,SF,NA,11191851,NA,NA,NA,NA,NA,NA
Jerome Cunningham,TE,TEN,NA,11191700,NA,NA,NA,NA,NA,NA
Jesse James,TE,PIT,jamesj2,11192124,11250412,11283731,11349340,NA,11503260,11534619
Jester Weah,WR,HOU,NA,11192467,NA,NA,NA,NA,NA,NA
Jevoni Robinson,TE,HOU,NA,11192330,NA,NA,NA,NA,NA,NA
Jhurell Pressley,RB,NYG,NA,11192101,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,SF,garopj1,11191782,11250213,11283009,11349151,11456953,11503116,NA
Jimmy Williams III,WR,DEN,NA,11192607,NA,NA,NA,NA,NA,NA
Joe Callahan,QB,PHI,NA,11193102,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,BAL,flaccj1,11191380,NA,11282763,11348847,11456915,11502865,11534127
Joe Kerridge,RB,GB,NA,11191993,NA,NA,NA,NA,NA,NA
Joe Webb III,QB,HOU,NA,11191421,11249941,11282795,11348882,11456950,NA,11534158
Joe Williams,RB,SF,NA,11192954,NA,NA,NA,NA,NA,NA
Joel Bouagnon,RB,GB,NA,11192539,NA,NA,NA,NA,NA,NA
John Brown,WR,BAL,brownj5,11191617,NA,11282921,11349032,11457172,11503031,11534383
John Diarse,WR,DEN,NA,11192336,NA,NA,NA,NA,NA,NA
John Phillips,TE,NO,NA,11191436,NA,NA,NA,NA,NA,NA
John Wolford,QB,NYJ,NA,11192869,NA,NA,NA,NA,NA,NA
Johnny Holton,WR,OAK,holtoj1,11192589,NA,NA,NA,NA,NA,NA
Johnny Stanton,RB,MIN,NA,11192358,NA,NA,NA,NA,NA,NA
Jonathan Stewart,RB,NYG,stewaj3,11191419,11249939,11282793,11348880,NA,11502893,NA
Jonathan Williams,RB,NO,willij8,11192235,11250458,11283236,11349383,NA,NA,NA
Jordan Akins,TE,HOU,akinsj1,11192900,11250742,11283483,11349642,11457508,NA,11534719
Jordan Chunn,RB,DAL,NA,11192488,NA,NA,NA,NA,NA,NA
Jordan Lasley,WR,BAL,NA,11192928,NA,11283499,11349654,11457362,11503532,11534537
Jordan Leslie,WR,DEN,NA,11191776,NA,NA,NA,NA,NA,NA
Jordan Matthews,WR,NE,matthj2,11191785,NA,NA,NA,NA,NA,NA
Jordan Matthews,WR,PHI,matthj2,NA,NA,NA,11349152,11457284,NA,NA
Jordan Smallwood,WR,KC,NA,11192565,NA,NA,NA,NA,NA,NA
Jordan Taylor,WR,DEN,tayloj1,11191750,11250191,11282991,11349127,NA,11503100,11534567
Jordan Thomas,TE,HOU,thomaj3,11193048,11250807,11283552,11349708,11457506,NA,11534613
Jordan Veasy,WR,TEN,NA,11193026,NA,NA,NA,NA,NA,NA
Josh Adams,RB,PHI,adamsj3,11193115,NA,NA,11349696,11457078,NA,NA
Josh Crockett,WR,KC,NA,11193090,NA,NA,NA,NA,NA,NA
Josh Ferguson,RB,IND,NA,11191989,NA,NA,NA,NA,NA,NA
Josh Gordon,WR,CLE,gordoj1,11191649,11250131,NA,NA,NA,NA,NA
Josh Huff,WR,NO,NA,11191787,NA,NA,NA,NA,NA,NA
Josh Smith,WR,NO,NA,11192439,NA,NA,NA,NA,NA,NA
Josh Woodrum,QB,BAL,NA,11192081,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,PIT,NA,11192438,11250564,11283638,11349476,NA,11503376,11534136
Joshua Perkins,TE,PHI,NA,11193205,11250375,11283164,11349309,11457460,NA,NA
Josiah Price,TE,MIN,NA,11192280,11250484,11283270,NA,11457464,11503320,11534705
JuJu Smith-Schuster,WR,PIT,smithj5,11192859,11250730,11283681,11349630,NA,11503510,11534367
Julian Allen,TE,CLE,NA,11192956,NA,NA,NA,NA,NA,NA
Julian Williams,WR,ATL,NA,11193161,NA,NA,NA,NA,NA,NA
Justice Liggins,WR,LAC,NA,11192651,NA,NA,NA,NA,NA,NA
Justin Crawford,RB,ATL,NA,11193121,NA,NA,NA,NA,NA,NA
Justin Hunter,WR,PIT,huntej1,11191721,11250174,11283719,11349107,NA,11503087,11534533
