name,position,team,id.4for4,id.dk.w1,id.dk.w2,id.dk.w3,id.dk.w4,id.dk.w7,id.dk.w8,id.dk.w9
Justin Stockton,RB,SEA,NA,11192915,NA,NA,NA,NA,NA,NA
Justin Thomas,WR,PIT,NA,11192189,NA,NA,NA,NA,NA,NA
K.D. Cannon,WR,DAL,NA,11192884,NA,NA,NA,NA,NA,NA
K.J. Brent,WR,IND,NA,11191953,NA,NA,NA,NA,NA,NA
K.J. Maye,WR,NE,NA,11192116,NA,NA,NA,NA,NA,NA
Ka'Raun White,WR,CIN,NA,11192984,NA,NA,NA,NA,NA,NA
Kaelin Clay,WR,BUF,NA,11191813,11250228,NA,NA,NA,NA,NA
Kaelin Clay,WR,NYG,NA,NA,NA,11283020,11349166,NA,NA,NA
Kalif Raymond,WR,NYG,NA,11192215,NA,NA,NA,NA,NA,NA
Kamar Aiken,WR,PHI,aikenk1,11193151,NA,11282854,11348951,11457312,NA,NA
Kasen Williams,WR,IND,NA,11192042,NA,NA,NA,NA,NA,NA
Kayaune Ross,WR,CIN,NA,11193044,NA,NA,NA,NA,NA,NA
Keenan Reynolds,WR,SEA,NA,11192270,NA,11283261,11349404,NA,NA,NA
Keith Ford,RB,BUF,NA,11192563,NA,NA,NA,NA,NA,NA
Keith Kirkwood,WR,NO,NA,11192529,NA,NA,NA,NA,NA,NA
Keith Marshall,RB,WAS,NA,11192105,NA,NA,NA,NA,NA,NA
Keith Towbridge,TE,BUF,NA,11192448,NA,NA,NA,NA,NA,NA
Keke Coutee,WR,HOU,coutek1,11192999,11250791,11283530,11349688,11457212,NA,11534393
Kendal Thompson,WR,LAR,NA,11191876,NA,NA,NA,NA,NA,NA
Kendall Wright,WR,MIN,NA,11191563,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,SF,bournk1,11192657,11250634,11283400,11349552,11457260,11503441,NA
Kenjon Barner,RB,CAR,NA,11191557,NA,NA,NA,NA,NA,NA
Kenneth Dixon,RB,BAL,dixonk1,11192219,NA,NA,11349379,11457114,11503295,11534301
Kenneth Farrow,RB,NE,farrok1,11192066,NA,NA,NA,NA,NA,NA
Kenny Bell,WR,DEN,NA,11191711,NA,NA,NA,NA,NA,NA
Kenny Britt,WR,NE,NA,11191465,NA,NA,NA,NA,NA,NA
Keon Hatcher,WR,OAK,NA,11192229,11250454,NA,NA,NA,NA,NA
Kermit Whitfield,WR,CIN,NA,11192453,NA,NA,NA,NA,NA,NA
Kerwynn Williams,RB,KC,NA,11191665,NA,NA,NA,NA,NA,NA
Kevin Hogan,QB,DEN,NA,NA,NA,11283083,11349234,NA,11503177,11534159
Kevin Hogan,QB,WAS,NA,11191910,11250294,NA,NA,NA,NA,NA
Kevin McDermott,TE,MIN,NA,11191584,11250072,11282898,NA,11457470,11503011,11534709
Kevin Rader,TE,GB,NA,11192918,NA,NA,NA,NA,NA,NA
Khalfani Muhammad,RB,NE,NA,11192547,NA,NA,NA,NA,NA,NA
Khalid Hill,RB,SEA,NA,11192432,NA,NA,NA,NA,NA,NA
Khari Lee,TE,BUF,leek1,11192938,11250760,11283503,11349656,NA,NA,NA
Kirk Cousins,QB,MIN,cousik1,11191530,11250033,11282870,NA,11456904,11502978,11534115
Knile Davis,RB,CHI,NA,11191628,NA,NA,NA,NA,NA,NA
Kobe McCrary,RB,MIN,NA,11193024,NA,NA,NA,NA,NA,NA
Korey Robertson,WR,MIN,NA,11192830,NA,NA,NA,NA,NA,NA
Krishawn Hogan,WR,IND,NA,11193064,NA,NA,NA,NA,NA,NA
Kurt Benkert,QB,ATL,NA,11193100,NA,NA,NA,NA,NA,NA
Kyle Allen,QB,CAR,NA,11192728,NA,NA,NA,NA,NA,NA
Kyle Carter,TE,SEA,NA,11192062,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,juszck1,11191642,11250122,11282942,11349057,11457022,11503047,NA
Kyle Lauletta,QB,NYG,NA,11192636,11250631,11283397,11349549,NA,11503434,NA
Kyle Lewis,RB,GB,NA,11192670,NA,NA,NA,NA,NA,NA
Kyle Nelson,TE,SF,NA,11191444,11249961,11282813,11348902,11457532,11502911,NA
Kyle Rudolph,TE,MIN,rudolk1,11191610,11250092,11282915,NA,11457404,11503025,11534605
Kyle Sloter,QB,MIN,NA,11192228,11250453,11283233,NA,11456948,11503301,11534157
Lamar Jackson,QB,BAL,jacksl1,11192975,NA,11283519,11349672,11456933,11503548,11534138
Lamar Jordan,WR,ATL,NA,11193163,NA,NA,NA,NA,NA,NA
Lamar Miller,RB,HOU,millel2,11191674,11250148,11282962,11349079,11457012,NA,11534189
Lance Lenoir,WR,DAL,NA,11192572,NA,NA,NA,NA,NA,NA
Landry Jones,QB,PIT,NA,11191537,NA,NA,NA,NA,NA,NA
Laquon Treadwell,WR,MIN,treadl1,11192575,11250600,11283368,NA,11457264,11503410,11534485
Larry Rose III,RB,LAR,NA,11192772,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,MIN,murral1,11191606,11250088,11282911,NA,11456984,11503021,11534191
Lavon Coleman,RB,HOU,NA,11192555,NA,NA,NA,NA,NA,NA
Lawrence Thomas,RB,NYJ,thomal3,11191996,NA,NA,NA,NA,NA,NA
Le'Veon Bell,RB,PIT,belll1,11191729,11250178,11283639,11349111,NA,11503089,11534165
Lenard Tillery,RB,TEN,NA,11192304,NA,NA,NA,NA,NA,NA
LeShun Daniels Jr.,RB,GB,NA,11192425,NA,NA,NA,NA,NA,NA
Logan Woodside,QB,CIN,NA,11192375,NA,NA,NA,NA,NA,NA
Luis Perez,QB,LAR,NA,11193019,NA,NA,NA,NA,NA,NA
Luke Falk,QB,MIA,NA,NA,NA,11283380,11349528,NA,NA,NA
Luke Falk,QB,TEN,NA,11192604,11250610,NA,NA,NA,NA,NA
Luke McNitt,RB,MIN,NA,11192684,NA,NA,NA,NA,NA,NA
Mack Brown,RB,MIN,NA,11191809,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,PHI,hollim1,11193145,NA,11283278,11349419,11457314,NA,NA
Malachi Dupre,WR,BUF,NA,11192720,NA,NA,NA,NA,NA,NA
Malachi Jones,WR,CHI,NA,11192264,NA,NA,NA,NA,NA,NA
Malcolm Johnson,RB,SF,NA,11191783,NA,NA,NA,NA,NA,NA
Malcolm Lewis,WR,MIA,NA,11192193,NA,NA,NA,NA,NA,NA
Malcolm Mitchell,WR,NE,NA,11192017,NA,NA,NA,NA,NA,NA
Malik Williams,RB,ATL,NA,11193123,NA,NA,NA,NA,NA,NA
Manasseh Garner,TE,WAS,NA,11191793,NA,NA,NA,NA,NA,NA
Marchie Murdock,WR,DAL,NA,11192419,NA,NA,NA,NA,NA,NA
Marcus Baugh,TE,OAK,NA,11192361,NA,NA,NA,NA,NA,NA
Marcus Johnson,WR,IND,johnsm3,11192180,11250441,11283222,11349371,11457346,NA,NA
Marcus Lucas,TE,DET,NA,11191762,NA,NA,NA,NA,NA,NA
Marcus Tucker,WR,PIT,NA,11193038,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,andrem1,11192696,NA,11283418,11349570,11457436,11503455,11534633
Mark Chapman,WR,DEN,NA,11192371,NA,NA,NA,NA,NA,NA
Mark Thompson,RB,BAL,NA,11193022,NA,NA,NA,NA,NA,NA
Markus Wheaton,WR,PHI,NA,11193149,11250114,NA,NA,NA,NA,NA
Marlon Brown,WR,CHI,brownm2,11191697,NA,NA,NA,NA,NA,NA
Marqise Lee,WR,JAX,NA,11191915,NA,NA,NA,NA,NA,NA
MarQueis Gray,TE,MIA,NA,11191586,NA,NA,NA,NA,NA,NA
Marquez Williams,RB,CLE,NA,11192680,NA,NA,NA,NA,NA,NA
Marquis Bundy,WR,NYG,NA,11192217,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SF,goodwm1,11191659,11250137,11282953,11349072,11457196,11503060,NA
Martez Carter,RB,WAS,NA,11192936,NA,NA,NA,NA,NA,NA
Marvin Bracy,WR,SEA,NA,11192186,NA,NA,NA,NA,NA,NA
Mason Rudolph,QB,PIT,NA,11192751,11250686,11283637,11349594,NA,11503483,11534137
Mason Schreck,TE,CIN,schrem1,11192245,NA,11283242,11349387,NA,11503308,NA
Matt Barkley,QB,CIN,NA,11191623,NA,11282929,11349040,NA,11503037,NA
Matt Breida,RB,SF,breidm1,11192621,11250619,11283387,11349537,11456980,11503426,NA
Matt Flanagan,TE,WAS,NA,11192521,NA,NA,NA,NA,NA,NA
Matt Jones,RB,PHI,NA,11193131,NA,NA,NA,NA,NA,NA
Matt LaCosse,TE,DEN,lacosm1,11191991,11250343,11283132,11349279,NA,11503215,11534721
Matt Lengel,TE,HOU,NA,11191652,NA,NA,NA,NA,NA,NA
Matt McGloin,QB,KC,NA,11191614,NA,NA,NA,NA,NA,NA
Matt Weiser,TE,TB,NA,11192023,NA,NA,NA,NA,NA,NA
Matthew Dayes,RB,CLE,NA,11192457,NA,NA,NA,NA,NA,NA
Max McCaffrey,WR,SF,NA,11192184,NA,NA,NA,NA,NA,NA
Maxx Williams,TE,BAL,willim6,11192120,NA,11283193,11349338,11457512,11503258,11534693
Mekale McKay,WR,DAL,NA,11192231,NA,NA,NA,NA,NA,NA
Melvin Gordon,RB,LAC,gordom1,11192002,NA,NA,NA,NA,NA,NA
Michael Crabtree,WR,BAL,crabtm1,11191442,NA,11282811,11348900,11457180,11502909,11534409
Michael Floyd,WR,NO,NA,11191549,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,gallum1,11193030,11250799,11283542,11349702,11457258,NA,NA
Michael Hoomanawanui,TE,NO,hoomam1,11191453,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,LAR,thomam3,11192832,11250716,11283463,NA,NA,NA,NA
Mike Boone,RB,MIN,boonem1,11192932,11250758,11283501,NA,11457086,11503534,11534309
Mike Gillislee,RB,NE,gillim1,11191670,NA,NA,NA,NA,NA,NA
Mike Gillislee,RB,NO,gillim1,NA,11250144,11282958,11349077,NA,NA,NA
Mike Wallace,WR,PHI,wallam1,11193139,11249981,11282829,11348922,11457306,NA,NA
Mike White,QB,DAL,NA,11192450,11250570,11283337,11349482,11456952,NA,NA
Montay Crockett,WR,JAX,NA,11192288,NA,NA,NA,NA,NA,NA
Moritz Boehringer,TE,CIN,NA,11193036,NA,NA,NA,NA,NA,NA
Mose Frazier,WR,CAR,NA,11192090,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,HOU,NA,11191756,NA,NA,NA,NA,NA,NA
Nate Sudfeld,QB,PHI,NA,11193098,11250481,11283265,11349408,11456946,NA,NA
Nelson Agholor,WR,PHI,agholn1,11193137,11250435,11283216,11349365,11457182,NA,NA
Nelson Spruce,WR,LAC,NA,11192031,NA,NA,NA,NA,NA,NA
Nic Shimonek,QB,LAC,NA,11192427,NA,NA,NA,NA,NA,NA
Nick Boyle,TE,BAL,boylen1,11192056,NA,11283170,11349315,11457516,11503240,11534691
Nick Foles,QB,PHI,folesn1,11193096,11250032,11282869,11348970,11456927,NA,NA
Nick Holley,RB,LAR,NA,11192613,NA,NA,NA,NA,NA,NA
Nick Keizer,TE,BAL,NA,11193080,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,SF,mullen1,11192574,NA,NA,NA,11456934,11503409,NA
Nick O'Leary,TE,BUF,NA,11191981,NA,NA,NA,NA,NA,NA
Nick Williams,WR,TEN,NA,11191690,NA,NA,11349089,NA,NA,NA
Noah Brown,WR,DAL,brownn1,11192861,11250732,11283473,11349632,11457368,NA,NA
Odell Beckham Jr.,WR,NYG,beckho1,11191859,11250266,11283056,11349201,NA,11503150,NA
Panthers ,DST,CAR,NA,11191360,11249882,11282745,NA,11457557,11502847,11534742
Patrick Mahomes II,QB,KC,mahomp1,11192914,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,BAL,NA,11192144,NA,11283202,11349349,11457116,11503271,11534303
Paul Butler,TE,OAK,NA,11193082,NA,NA,NA,NA,NA,NA
Paul Turner,WR,NE,turnep2,11191863,NA,NA,NA,NA,NA,NA
Paxton Lynch,QB,DEN,NA,11192225,NA,NA,NA,NA,NA,NA
Peter Pujals,QB,MIN,NA,11192623,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,OAK,NA,11192160,NA,NA,NA,NA,NA,NA
Pharoah McKever,TE,PIT,NA,11192459,NA,NA,NA,NA,NA,NA
Pharoh Cooper,WR,LAR,coopep1,11192505,11250587,NA,NA,NA,NA,NA
Phillip Lindsay,RB,DEN,lindsp1,11192551,11250595,11283362,11349509,NA,11503402,11534181
Phillip Supernaw,TE,TEN,NA,11192095,NA,NA,NA,NA,NA,NA
Phillip Walker,QB,IND,NA,11192593,NA,NA,NA,NA,NA,NA
Pierre Garcon,WR,SF,garcop1,11191502,11250011,11282852,11348949,11457202,11502957,NA
Quadree Henderson,WR,NYG,NA,NA,NA,NA,NA,NA,11503553,NA
Quadree Henderson,WR,PIT,NA,11192980,NA,NA,NA,NA,NA,NA
Quan Bray,WR,HOU,NA,11191884,NA,NA,NA,NA,NA,NA
Quincy Adeboyejo,WR,BAL,adeboq1,11192594,NA,11283374,11349522,11457364,11503416,11534541
Quinton Flowers,RB,CIN,NA,11192924,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,SF,moster1,11192000,11250347,11283136,11349283,11457054,11503219,NA
Ralph Webb,RB,NE,NA,11192511,NA,NA,NA,NA,NA,NA
Rashad Ross,WR,ARI,NA,11191906,NA,NA,NA,NA,NA,NA
Rashard Davis,WR,PHI,NA,11193177,NA,NA,NA,NA,NA,NA
Rashawn Scott,WR,MIA,NA,11191904,NA,NA,NA,NA,NA,NA
Rasheed Bailey,WR,CAR,NA,11192969,NA,NA,NA,NA,NA,NA
Ravens ,DST,BAL,NA,11191362,NA,11282747,11348828,11457553,11502848,11534747
Ray-Ray McCloud,WR,BUF,mclour1,NA,NA,NA,NA,NA,NA,NA
Ray Lawry,RB,KC,NA,11192828,NA,NA,NA,NA,NA,NA
Reece Fountain,WR,IND,fountd1,11192782,NA,NA,NA,NA,NA,NA
Reggie Bonnafon,RB,CAR,NA,11192790,NA,NA,NA,NA,NA,NA
Reggie Davis,WR,ATL,NA,11193165,NA,NA,NA,NA,NA,NA
Rhett Ellison,TE,NYG,ellisr1,11191495,11250004,11282846,11348944,NA,11502948,NA
Ricardo Louis,WR,CLE,NA,11192237,NA,NA,NA,NA,NA,NA
Richard Rodgers,TE,PHI,rodger1,11193201,11250368,11283155,11349304,11457458,NA,NA
Richie James Jr.,WR,SF,NA,11192733,11250674,11283438,11349586,11457382,11503473,NA
Rico Gathers,TE,DAL,gather1,11192286,11250486,11283272,11349409,11457518,NA,NA
Riley McCarron,WR,NE,NA,11192308,11250498,NA,NA,NA,NA,NA
Rishard Matthews,WR,TEN,matthr1,11191817,11250232,11283024,11349170,NA,NA,NA
River Cracraft,WR,DEN,NA,11192611,NA,NA,NA,NA,NA,NA
Robert Davis,WR,WAS,NA,11192486,NA,NA,NA,NA,NA,NA
Robert Foster,WR,BUF,foster1,11192630,11250625,11283393,11349543,11457342,NA,NA
Robert Griffin III,QB,BAL,NA,11191546,NA,11282877,11348981,11456932,11502987,11534139
Robert Martin,RB,NYG,NA,11192896,NA,NA,NA,NA,NA,NA
Roc Thomas,RB,MIN,thomar1,11192836,11250720,11283465,NA,11457062,11503502,11534313
Rod Smith,RB,DAL,smithr4,11191770,11250203,11283003,11349141,11457018,NA,NA
Rod Streater,WR,BUF,NA,11191746,NA,NA,NA,NA,NA,NA
Rod Streater,WR,CLE,strear1,NA,NA,NA,11349123,11457298,NA,NA
Roger Lewis,WR,NYG,NA,11192735,NA,NA,NA,NA,NA,NA
Roosevelt Nix,RB,PIT,NA,11191744,11250187,11283673,11349121,NA,11503096,11534297
Ross Dwelley,TE,SF,NA,11192647,NA,NA,NA,NA,11503439,NA
Ross Travis,TE,IND,NA,11191926,NA,NA,NA,NA,NA,NA
Royce Freeman,RB,DEN,freemr1,11192849,11250726,11283469,11349626,NA,11503506,11534227
Russell Hansbrough,RB,LAC,NA,11192166,NA,NA,NA,NA,NA,NA
Russell Shepard,WR,NYG,shepar1,11191621,11250100,11282925,11349036,NA,11503035,NA
Ryan Griffin,TE,HOU,griffr2,11191595,11250077,11282903,11349017,11457504,NA,11534717
Ryan Hewitt,RB,IND,hewitr1,NA,NA,NA,NA,NA,NA,NA
Ryan Hewitt,TE,CIN,hewitr1,11191644,NA,NA,NA,NA,NA,NA
Ryan Izzo,TE,NE,NA,11192824,NA,NA,NA,NA,NA,NA
Ryan Malleck,TE,PIT,NA,11191924,NA,NA,NA,NA,NA,NA
Ryan Nall,RB,CHI,NA,11192888,NA,NA,NA,NA,NA,NA
Ryan O'Malley,TE,NYG,NA,11192154,NA,NA,NA,NA,NA,NA
Ryan Smith,TE,GB,NA,11192797,NA,NA,NA,NA,NA,NA
Ryan Switzer,WR,PIT,switzr1,11192351,11250525,11283723,11349441,NA,11503353,11534499
Ryan Yurachek,RB,OAK,NA,11192934,NA,NA,NA,NA,NA,NA
Saeed Blacknall,WR,OAK,NA,11192851,NA,NA,NA,NA,NA,NA
Sam Bradford,QB,ARI,bradfs1,11191450,11249967,11282817,11348908,NA,11502917,NA
Sam Rogers,RB,BUF,NA,11192471,NA,NA,NA,NA,NA,NA
Sammie Coates,WR,HOU,coates1,11191886,NA,NA,NA,NA,NA,NA
Sammie Coates Jr.,WR,HOU,NA,NA,NA,11283075,11349222,11457350,NA,11534563
Sammie Coates Jr.,WR,HOU,NA,NA,11250284,NA,11349222,11457350,NA,11534563
Saquon Barkley,RB,NYG,barkls1,11193001,11250793,11283532,11349690,NA,11503568,NA
Scott Orndoff,TE,JAX,NA,11192391,NA,NA,NA,NA,NA,NA
Scott Simonson,TE,NYG,simons1,11191853,11250262,11283054,11349197,NA,11503146,NA
Sean McGrath,TE,DET,NA,11191470,NA,NA,NA,NA,NA,NA
Seantavius Jones,WR,IND,NA,11192765,NA,NA,NA,NA,NA,NA
Sergio Bailey II,WR,TB,NA,11193050,NA,NA,NA,NA,NA,NA
Shane Smith,TE,NYG,NA,11192221,11250449,11283227,NA,NA,NA,NA
Shane Wimann,TE,NE,NA,11192541,NA,NA,NA,NA,NA,NA
Shane Wynn,WR,JAX,NA,11192060,NA,NA,NA,NA,NA,NA
Shay Fields,WR,WAS,NA,11192847,NA,NA,NA,NA,NA,NA
Shelton Gibson,WR,PHI,NA,11193171,11250556,11283328,11349470,11457308,NA,NA
Sherman Badie,RB,ARI,NA,11192368,NA,NA,NA,NA,NA,NA
Simmie Cobbs Jr.,WR,WAS,NA,11192892,NA,NA,NA,NA,NA,NA
Stacy Coley,WR,MIN,coleys1,11192413,11250558,11283330,NA,NA,NA,NA
Stacy Coley,WR,NYG,NA,NA,NA,NA,11349472,NA,NA,NA
Steelers ,DST,PIT,NA,11191354,11249876,11283758,11348822,NA,11502842,11534753
Stefon Diggs,WR,MIN,diggss1,11192243,11250462,11283240,NA,11457148,11503306,11534371
Stephen Anderson,TE,HOU,NA,11192027,NA,NA,NA,NA,NA,NA
Stephen Baggett,TE,CLE,NA,11192793,NA,NA,NA,NA,NA,NA
Stephen Morris,QB,HOU,NA,11191717,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,NYG,shepas1,11192176,11250437,11283218,11349367,NA,11503285,NA
Stevan Ridley,RB,PIT,ridles1,11191476,11249989,11283653,11348929,NA,11502934,11534221
Steven Dunbar,WR,SF,NA,11192795,NA,NA,NA,NA,NA,NA
Steven Mitchell Jr.,WR,LAR,NA,11192407,NA,NA,NA,NA,NA,NA
Taiwan Jones,RB,BUF,jonest2,11191484,11249997,11282837,11348937,11457102,11502942,11534263
Tanner Gentry,WR,CHI,NA,11192366,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,TB,NA,11193070,NA,NA,NA,NA,NA,NA
Tanner Lee,QB,JAX,NA,11192370,NA,NA,NA,NA,NA,NA
Tanner McEvoy,WR,MIA,NA,NA,11250325,11283116,11349259,NA,NA,NA
Tanner McEvoy,WR,NO,NA,11191959,NA,NA,NA,NA,NA,NA
Tavarres King,WR,MIN,kingt1,11191540,NA,NA,NA,NA,NA,NA
Tavon Austin,WR,DAL,austit2,11191702,11250161,11282973,11349094,11457366,NA,NA
Taylor Heinicke,QB,CAR,NA,11191919,11250299,11283090,NA,11456947,11503184,11534154
Temarrick Hemingway,TE,LAR,NA,11192052,NA,NA,NA,NA,NA,NA
Teo Redding,WR,DET,NA,11192481,NA,NA,NA,NA,NA,NA
Terrance West,RB,NO,NA,11191900,NA,NA,NA,NA,NA,NA
Terrance Williams,WR,DAL,willit3,11191565,11250054,11282884,11348996,11457372,NA,NA
Terrell Watson,RB,LAC,NA,11192084,NA,NA,NA,NA,NA,NA
Terrelle Pryor,WR,NYJ,pryort1,NA,11250048,11283612,11348986,11457236,NA,NA
Terrelle Pryor Sr.,WR,NYJ,pryort1,11191551,NA,NA,NA,NA,NA,NA
Terrence Magee,RB,ATL,NA,11193127,NA,NA,NA,NA,NA,NA
Terry Swanson,RB,HOU,NA,11192814,NA,NA,NA,NA,NA,NA
Tevin Jones,WR,PIT,NA,11192088,NA,NA,NA,NA,NA,NA
Texans ,DST,HOU,NA,11191334,11249856,11282724,11348803,11457545,NA,11534743
Thomas Duarte,TE,MIA,NA,11192513,NA,NA,NA,NA,NA,NA
Thomas Rawls,RB,CIN,rawlst1,NA,NA,NA,11349273,NA,NA,NA
Thomas Rawls,RB,NYJ,NA,11191983,NA,NA,NA,NA,NA,NA
Tim Cook,RB,JAX,NA,11193009,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,DEN,patrit1,11192890,11250740,11283481,11349640,NA,11503518,11534569
Tim Semisch,TE,TEN,NA,11192046,NA,NA,NA,NA,NA,NA
Tim White,WR,BAL,NA,11192995,NA,NA,11349684,NA,NA,NA
Tim Wilson,WR,PHI,NA,11193175,NA,NA,NA,NA,NA,NA
Tim Wright,TE,KC,NA,11191593,NA,NA,NA,NA,NA,NA
Tom Savage,QB,NO,NA,11191692,NA,NA,NA,NA,NA,NA
Tom Savage,QB,SF,NA,NA,NA,NA,NA,NA,11503596,NA
Tommylee Lewis,WR,NO,lewist2,11192044,11250377,11283166,NA,NA,NA,NA
Torrey Smith,WR,CAR,smitht7,11191497,11250006,11282848,NA,11457250,11502952,11534465
Tra Carson,RB,CIN,carsot1,11192033,NA,11283157,NA,NA,NA,NA
Travaris Cadet,RB,BUF,NA,11191512,NA,NA,NA,NA,NA,NA
Travin Dural,WR,NO,NA,11192112,NA,NA,NA,NA,NA,NA
Travis Rudolph,WR,NYG,NA,11192826,NA,NA,NA,NA,NA,NA
Tre McBride,WR,NYJ,NA,11191898,NA,NA,NA,NA,NA,NA
Trent Taylor,WR,SF,taylot4,11192401,11250550,11283324,11349464,11457222,11503368,NA
Trevor Davis,WR,GB,davist3,11192092,11250396,NA,NA,NA,NA,NA
Trevor Siemian,QB,MIN,NA,11191743,11250186,11282990,NA,11456936,11503095,11534141
Trey Edmunds,RB,NO,edmunt1,11192197,NA,NA,NA,NA,NA,NA
Trey Griffey,WR,PIT,NA,11192110,NA,NA,NA,NA,NA,NA
Trey Quinn,WR,WAS,quinnt1,11192724,11250668,NA,NA,NA,NA,NA
Trey Williams,RB,DAL,willit5,11192174,NA,NA,NA,NA,NA,NA
Troy Fumagalli,TE,DEN,NA,11192473,NA,NA,NA,NA,NA,NA
Troy Mangen,TE,ATL,NA,11193189,NA,NA,NA,NA,NA,NA
Troy Niklas,TE,NE,NA,11192074,NA,NA,NA,NA,NA,NA
Troymaine Pope,RB,HOU,NA,11192306,NA,NA,NA,NA,NA,NA
Ty Montgomery,RB,GB,montgt1,11191911,11250295,11283084,11349235,NA,11503178,NA
Tyler Bray,QB,CHI,NA,11191720,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,MIN,conklt1,11192942,11250764,11283507,NA,11457466,11503536,11534703
Tyler Ervin,RB,HOU,ervint1,11191942,11250312,11283103,11349255,11457106,NA,11534261
Tyler Hoppes,TE,MIN,NA,11192870,NA,NA,NA,NA,NA,NA
Tyrone Swoopes,TE,SEA,NA,11192343,NA,NA,NA,NA,11503347,NA
Vance McDonald,TE,PIT,mcdonv1,11191626,11250106,11283735,11349043,NA,11503038,11534603
Victor Bolden,WR,SF,boldev1,NA,NA,NA,NA,NA,NA,NA
Victor Bolden Jr.,WR,SF,NA,11192605,11250611,11283381,11349529,11457384,11503422,NA
Vikings ,DST,MIN,NA,11191348,11249869,11282736,NA,11457542,11502836,11534744
Vince Mayle,TE,BAL,NA,11192602,NA,NA,NA,NA,NA,NA
Vyncint Smith,WR,HOU,smithv1,11192940,11250762,11283505,11349658,11457348,NA,11534459
Wayne Gallman,RB,NYG,gallmw1,11192395,NA,NA,NA,NA,NA,NA
Wayne Gallman Jr.,RB,NYG,NA,NA,NA,11283320,11349460,NA,11503366,NA
Wayne Gallman Jr.,RB,NYG,NA,NA,11250546,NA,11349460,NA,11503366,NA
Wendell Smallwood,RB,PHI,smallw1,11193117,11250519,11283299,11349435,11457014,NA,NA
Wes Saxton,TE,SF,NA,11192128,NA,NA,NA,NA,NA,NA
Will Fuller V,WR,HOU,fullew1,11192617,11250615,11283383,11349533,11457176,NA,11534561
Will Tye,TE,NE,NA,11191766,NA,NA,NA,NA,NA,NA
Willie Snead IV,WR,BAL,sneadw1,11191870,NA,11283061,11349210,11457226,11503159,11534431
Xavier Grimble,TE,PIT,grimbx1,11191789,11250214,11283751,11349154,NA,11503117,11534689
Zach Ertz,TE,PHI,ertzz1,11193183,11250124,11282944,11349059,11457386,NA,NA
Zach Olstad,RB,BUF,NA,11193086,NA,NA,NA,NA,NA,NA
Zach Zenner,RB,DET,NA,11191857,NA,NA,NA,NA,NA,NA
